1,501.447296,119.531044,677.630005,364.098877
2,498.810394,117.830727,674.542786,366.050568
3,497.518311,119.209389,668.940186,367.069611
4,497.602051,119.12767,668.903076,366.907898
5,480.489441,111.545799,653.902649,360.145081
6,478.835968,111.559212,652.525146,363.657135
7,476.178864,113.970238,649.50824,364.532593
8,473.270844,115.073616,648.563293,367.40976
9,484.529938,124.001411,652.792114,357.569489
10,461.141205,117.570473,639.610901,368.691071
11,459.946106,117.533821,638.466125,368.417236
12,462.98938,118.143211,639.251465,368.928162
13,460.570984,119.130661,640.72052,372.414795
14,462.828339,119.84613,640.956421,371.07373
15,468.987518,123.325783,645.081787,373.872589
16,463.502808,117.99942,636.364868,376.903351
17,473.238983,125.605522,648.615295,379.940399
18,473.563812,130.121307,648.313416,376.575897
19,481.017761,122.925568,663.170227,365.393616
20,475.55603,130.20163,650.05542,380.122528
21,480.889893,133.426361,652.316406,380.318451
22,478.475739,133.535751,654.259766,381.964844
23,483.793549,136.741486,656.935059,379.844818
24,487.184235,126.289879,653.982056,374.26123
25,495.993256,131.392181,667.111267,377.217529
26,498.344604,130.523621,669.271606,376.231506
27,500.819336,129.209015,672.782471,376.188995
28,508.786041,127.225639,687.217529,379.674713
29,496.548401,119.484009,681.198792,371.350525
30,511.145874,130.556305,684.308594,375.891266
31,512.7453,131.339951,685.028137,372.909302
32,513.407959,130.314072,686.579834,373.014893
33,515.897644,129.256241,687.825989,370.402161
34,523.192139,120.284348,699.664062,360.810364
35,518.469971,126.017822,690.662598,372.841187
36,515.573303,110.94957,695.173279,349.182068
37,520.540894,125.563774,694.307129,372.4151
38,520.992615,126.345154,695.086365,380.454437
39,522.857178,125.965118,697.112183,382.130798
40,523.530457,126.366135,697.329773,382.566528
41,524.874756,121.307098,700.838013,380.456177
42,525.599182,118.032051,699.672058,366.332825
43,514.132874,107.134262,693.880188,376.484009
44,518.659851,99.447708,692.012878,359.476257
45,527.003418,112.536377,708.011597,370.707886
46,523.445679,111.083244,701.153198,366.720947
47,523.396179,109.552216,700.678528,363.892609
48,522.336609,112.26329,698.344177,358.780945
49,522.680908,107.088295,699.452271,356.602356
50,522.45575,107.043114,699.132141,355.937683
51,522.75946,107.088615,699.007385,356.972687
52,523.25824,107.672569,699.319763,357.530426
53,523.008484,111.459419,696.832947,358.367432
54,522.067444,113.91745,695.826599,360.645111
55,520.253479,113.901367,694.968201,361.743744
56,519.209167,113.725502,693.001282,358.691223
57,511.918152,124.682785,683.789124,368.911987
58,504.777557,123.978264,678.177002,368.351135
59,502.269043,129.329132,673.238281,363.424805
60,502.103668,129.281342,673.296509,363.30423
61,503.762909,124.9226,676.95813,369.849823
62,501.545532,129.89798,672.450073,364.781464
63,500.659515,129.909805,672.594727,366.814209
64,503.776367,129.531616,673.570923,366.428711
65,501.404266,127.729515,673.963867,365.920258
66,499.956482,126.8265,673.902039,367.125916
67,497.832336,126.618477,673.218079,369.815491
68,497.040497,127.224495,671.692749,369.866791
69,494.847046,127.938431,672.751099,375.178833
70,493.433716,126.922371,673.095581,377.116547
71,492.929962,126.216011,672.793091,375.722321
72,493.035034,126.147469,673.55188,376.522827
73,491.94516,129.759308,673.084229,381.63089
74,491.08844,130.527771,672.161926,382.438843
75,490.417664,130.502502,671.642883,382.891479
76,491.324371,131.785889,670.711914,380.796753
77,490.037109,131.799347,671.102051,383.95517
78,489.835388,132.560242,671.250305,386.01709
79,489.684875,129.733444,671.861511,384.526245
80,490.362091,133.229401,672.249329,385.70755
81,491.399567,129.634613,674.228577,384.032379
82,492.490845,130.651443,675.336548,384.349243
83,493.172333,129.112061,675.7276,383.055908
84,493.179169,130.524948,676.103516,383.441162
85,494.044098,127.173286,675.491699,380.433136
86,494.026459,117.503723,676.877441,379.867859
87,492.609985,114.196167,676.592651,375.227386
88,491.74527,112.306229,677.379395,373.984741
89,489.424866,110.573456,679.010071,377.463531
90,488.50351,110.127136,679.127686,379.167877
91,488.386292,110.206696,679.282166,379.504913
92,489.819702,115.224411,675.660522,377.471619
93,488.218506,118.055969,674.718018,379.960022
94,489.586365,119.816589,674.380188,380.339874
95,498.21228,109.539017,694.247681,381.494873
96,489.608704,117.506821,674.488708,378.813354
97,488.193634,112.20462,678.775269,380.474915
98,489.467377,112.24791,679.958008,383.230103
99,508.052094,114.599167,695.414124,369.239075
100,491.152435,111.289612,681.200928,377.890259
101,492.975922,115.965836,682.607239,378.020264
102,496.475861,125.203995,681.960754,382.771057
103,496.663544,125.008255,683.052307,385.660828
104,496.390259,126.917374,681.756714,386.899292
105,497.418701,136.222229,678.95752,390.312073
106,497.833374,136.770844,678.320923,389.680023
107,498.093964,137.628906,677.399109,388.780457
108,498.132812,137.037598,676.660645,389.599915
109,497.27124,130.325287,676.763672,386.454071
110,496.756073,131.705826,676.356384,389.172607
111,493.761169,134.215271,675.689148,394.373962
112,492.583344,138.485916,672.647339,395.980652
113,491.051575,137.851288,671.772156,395.780792
114,492.014587,138.047256,671.486511,394.271851
115,491.856171,137.763672,671.368286,392.765625
116,492.208099,138.123215,671.127808,392.635742
117,494.181274,139.248779,669.892334,390.289673
118,494.358093,139.011536,669.820374,389.138611
119,494.154541,138.738602,668.945435,389.393433
120,494.256256,137.37944,668.358704,387.989929
121,494.585602,130.310684,675.485474,388.142944
122,494.682739,130.227219,677.90918,389.27301
123,495.040161,131.436722,681.434326,391.855713
